vehicle_id,fir_number,reg_number,vehicle_type,make_color
V0000400,FIR-2025-000742,KA07WY4941,Mini Truck,Blue Honda
V0000401,FIR-2026-000747,KA44GB1527,Mini Truck,Red Bajaj
V0000402,FIR-2023-000748,KA43QR9755,SUV,
V0000403,FIR-2024-000753,KA23EV3977,Auto Rickshaw,
V0000404,FIR-2025-000754,KA05WJ3841,Auto Rickshaw,White Maruti
V0000405,FIR-2023-000756,KA52TH7999,Motorcycle,Maroon Bajaj
V0000406,FIR-2023-000756,KA37GO4198,SUV,Grey Hyundai
V0000407,FIR-2026-000763,KA25PA5763,Tempo,Black Honda
V0000408,FIR-2024-000765,KA34EJ8834,SUV,Black TVS
V0000409,FIR-2024-000765,KA15UC4107,Motorcycle,Blue Hyundai
V0000410,FIR-2026-000767,KA22UE9602,Auto Rickshaw,Red Bajaj
V0000411,FIR-2026-000767,KA35ON1020,Mini Truck,Blue Maruti
V0000412,FIR-2026-000771,KA05NN5421,Car,Silver Bajaj
V0000413,FIR-2023-000772,KA04PI6046,Motorcycle,Grey Hyundai
V0000414,FIR-2026-000779,KA51SZ0672,Scooter,Maroon Bajaj
V0000415,FIR-2024-000785,KA47QU4425,Mini Truck,Silver Honda
V0000416,FIR-2025-000786,KA50FJ1771,SUV,White Hero
V0000417,FIR-2026-000787,KA41HI7206,Mini Truck,Red Bajaj
V0000418,FIR-2024-000789,KA49YD6965,Auto Rickshaw,Black Hero
V0000419,FIR-2025-000790,KA21YO8270,Motorcycle,Maroon TVS
V0000420,FIR-2026-000795,KA18KH1419,Mini Truck,Silver TVS
V0000421,FIR-2023-000796,KA41VM2752,Car,Black Hero
V0000422,FIR-2023-000796,KA02MK6624,Motorcycle,Grey Hero
V0000423,FIR-2025-000798,KA21XT9824,Car,Red Hero
V0000424,FIR-2026-000799,KA48AE8695,Car,Grey Maruti
V0000425,FIR-2026-000803,KA34PG7353,Scooter,Grey Maruti
V0000426,FIR-2026-000807,KA39CS9657,Car,Red Honda
V0000427,FIR-2024-000809,KA40EZ1438,Auto Rickshaw,Red Maruti
V0000428,FIR-2025-000814,KA52TH7999,Auto Rickshaw,Grey Hero
V0000429,FIR-2026-000815,KA04ZZ4088,Motorcycle,Blue Maruti
V0000430,FIR-2023-000816,KA11EW6336,Motorcycle,Grey TVS
V0000431,FIR-2026-000819,KA05SW3978,Mini Truck,
V0000432,FIR-2024-000821,KA04LH1124,Mini Truck,Blue Maruti
V0000433,FIR-2025-000822,KA18YN4133,SUV,Silver Maruti
V0000434,FIR-2026-000823,KA12MY6256,Scooter,Black Maruti
V0000435,FIR-2026-000823,KA36CR5336,Motorcycle,Maroon Honda
V0000436,FIR-2023-000824,KA44TZ1983,Auto Rickshaw,
V0000437,FIR-2025-000826,KA50RS2469,Scooter,Red Bajaj
V0000438,FIR-2025-000826,KA15FZ8486,Car,
V0000439,FIR-2026-000831,KA06BM6792,SUV,
V0000440,FIR-2023-000832,KA50QS3195,Car,Red Honda
V0000441,FIR-2025-000834,KA44TZ1983,Scooter,Blue Maruti
V0000442,FIR-2026-000835,KA32VD5481,Mini Truck,
V0000443,FIR-2026-000839,KA25PA5763,Auto Rickshaw,Silver Hyundai
V0000444,FIR-2023-000840,KA29DE6308,Car,Grey Bajaj
V0000445,FIR-2024-000841,KA14DQ5257,Car,Silver Honda
V0000446,FIR-2026-000843,KA44MM3249,Auto Rickshaw,
V0000447,FIR-2025-000846,KA37IH5487,Scooter,Blue Hero
V0000448,FIR-2026-000847,KA52IJ1517,Scooter,Red Hero
V0000449,FIR-2023-000848,KA30ZG4376,Tempo,Maroon TVS
V0000450,FIR-2024-000849,KA29CT9148,Mini Truck,Maroon Hyundai
V0000451,FIR-2024-000853,KA43QR9755,Scooter,Blue TVS
V0000452,FIR-2023-000860,KA33ZS6210,Tempo,Maroon Hyundai
V0000453,FIR-2025-000862,KA14YH5366,Scooter,Silver TVS
V0000454,FIR-2026-000863,KA37TB7886,Tempo,Silver Maruti
V0000455,FIR-2023-000864,KA49CX0907,SUV,Blue Hero
V0000456,FIR-2023-000864,KA52OM4391,SUV,Grey Honda
V0000457,FIR-2025-000866,KA06PA8837,Scooter,Silver Honda
V0000458,FIR-2025-000866,KA06EE3788,Scooter,Maroon Honda
V0000459,FIR-2026-000867,KA35XX8947,Car,Grey Hyundai
V0000460,FIR-2025-000870,KA05WJ3841,Auto Rickshaw,Blue Hero
V0000461,FIR-2023-000872,KA18KK8849,Mini Truck,Silver Maruti
V0000462,FIR-2025-000874,KA28HB9633,Auto Rickshaw,Blue Hero
V0000463,FIR-2026-000875,KA40RA6455,Mini Truck,
V0000464,FIR-2026-000875,KA25PA5763,Mini Truck,Black Hero
V0000465,FIR-2024-000881,KA51TU6667,Auto Rickshaw,Grey Hyundai
V0000466,FIR-2024-000881,KA49YD6965,Car,Blue Hero
V0000467,FIR-2025-000882,KA52TH7999,Car,Silver Maruti
V0000468,FIR-2026-000883,KA17OC6838,Car,
V0000469,FIR-2023-000884,KA48FJ2844,Tempo,Silver Honda
V0000470,FIR-2024-000885,KA39XW1876,Car,White Hero
V0000471,FIR-2023-000888,KA45AY9432,Tempo,Grey Honda
V0000472,FIR-2024-000889,KA12HW6226,Car,
V0000473,FIR-2026-000891,KA30NX9707,Scooter,
V0000474,FIR-2026-000891,KA48VM2901,Auto Rickshaw,Silver Honda
V0000475,FIR-2024-000893,KA47GD7271,Tempo,
V0000476,FIR-2025-000894,KA05NN5421,Scooter,Silver Bajaj
V0000477,FIR-2025-000898,KA30BR4082,SUV,Grey Hero
V0000478,FIR-2026-000899,KA28MK2406,Motorcycle,Silver TVS
V0000479,FIR-2023-000900,KA28SV5263,Auto Rickshaw,Black Honda
V0000480,FIR-2024-000901,KA08QK6518,Mini Truck,Silver TVS
V0000481,FIR-2023-000904,KA25KG7449,Auto Rickshaw,
V0000482,FIR-2024-000905,KA25PA5763,Scooter,Maroon Hero
V0000483,FIR-2024-000905,KA26SI8606,Tempo,Red Hero
V0000484,FIR-2025-000906,KA50LF9926,Motorcycle,Blue Hyundai
V0000485,FIR-2025-000906,KA43QR9755,Mini Truck,Silver Hyundai
V0000486,FIR-2024-000909,KA15FZ8486,Motorcycle,Red Hyundai
V0000487,FIR-2025-000910,KA06PA8837,Tempo,Blue Honda
V0000488,FIR-2026-000911,KA02CH4218,Tempo,Red Honda
V0000489,FIR-2024-000913,KA05YP4206,Motorcycle,Grey TVS
V0000490,FIR-2025-000922,KA52TH7999,Auto Rickshaw,Grey Hyundai
V0000491,FIR-2025-000922,KA18OH7613,Car,Blue Hero
V0000492,FIR-2026-000923,KA47FO2091,Auto Rickshaw,White TVS
V0000493,FIR-2023-000924,KA21FX4615,Motorcycle,Silver Bajaj
V0000494,FIR-2023-000924,KA10AJ0330,Car,
V0000495,FIR-2025-000926,KA01DV4741,Mini Truck,
V0000496,FIR-2026-000927,KA06EE3788,Motorcycle,Blue TVS
V0000497,FIR-2025-000930,KA19EA7295,Auto Rickshaw,Black Maruti
V0000498,FIR-2026-000935,KA21RJ8442,Car,White Hero
V0000499,FIR-2023-000936,KA21PK4895,Auto Rickshaw,Blue Hyundai
V0000500,FIR-2024-000937,KA05WJ3841,Tempo,Grey Honda
V0000501,FIR-2026-000939,KA07WY4941,Car,Blue TVS
V0000502,FIR-2026-000943,KA23XI4217,Mini Truck,Blue Hyundai
V0000503,FIR-2026-000943,KA18RH3152,Car,Maroon TVS
V0000504,FIR-2023-000944,KA34QP0378,Car,Black TVS
V0000505,FIR-2025-000946,KA17DH8466,Scooter,White Hyundai
V0000506,FIR-2024-000949,KA20YM6865,Motorcycle,Silver TVS
V0000507,FIR-2024-000949,KA38SV0444,Auto Rickshaw,Red Bajaj
V0000508,FIR-2026-000951,KA32WU4626,SUV,
V0000509,FIR-2026-000959,KA37GO4198,Car,Blue TVS
V0000510,FIR-2026-000959,KA46EY8079,Auto Rickshaw,Black TVS
V0000511,FIR-2023-000960,KA22OM4982,Auto Rickshaw,Maroon Hero
V0000512,FIR-2024-000961,KA28LU7532,Car,Maroon Maruti
V0000513,FIR-2025-000962,KA37UV7688,Auto Rickshaw,Grey Bajaj
V0000514,FIR-2025-000962,KA19NO0528,Mini Truck,Silver Hero
V0000515,FIR-2024-000965,KA20JT4288,Motorcycle,Grey Hyundai
V0000516,FIR-2024-000965,KA44TZ1983,Scooter,White Maruti
V0000517,FIR-2025-000966,KA48LR2516,Car,Black TVS
V0000518,FIR-2023-000968,KA14PL0228,Mini Truck,Blue Maruti
V0000519,FIR-2025-000970,KA30LA1040,Motorcycle,Maroon Bajaj
V0000520,FIR-2026-000971,KA42ZY3653,SUV,Silver TVS
V0000521,FIR-2023-000972,KA37SZ3316,Mini Truck,Red Honda
V0000522,FIR-2023-000972,KA46EN2885,Mini Truck,
V0000523,FIR-2026-000975,KA21YO8270,Scooter,Red Hyundai
V0000524,FIR-2024-000977,KA16MB7625,Auto Rickshaw,
V0000525,FIR-2026-000979,KA15IN7956,Car,
V0000526,FIR-2023-000980,KA30PU5805,Tempo,
V0000527,FIR-2024-000981,KA29JK3569,Motorcycle,Red Hyundai
V0000528,FIR-2025-000982,KA50YQ7939,Car,
V0000529,FIR-2025-000982,KA43VC3083,Car,Silver Maruti
V0000530,FIR-2026-000983,KA23ND2238,Tempo,
V0000531,FIR-2023-000984,KA50FJ1771,Tempo,
V0000532,FIR-2025-000986,KA41KX6105,Auto Rickshaw,Blue TVS
V0000533,FIR-2026-000991,KA36WN9092,Tempo,
V0000534,FIR-2023-000992,KA30FB4262,Car,Black Maruti
V0000535,FIR-2023-000992,KA44IQ8336,Motorcycle,
V0000536,FIR-2026-000995,KA44HP6087,Auto Rickshaw,Maroon Hyundai
V0000537,FIR-2026-000995,KA06UN2223,Auto Rickshaw,Silver Hyundai
V0000538,FIR-2024-000997,KA44CH2095,Mini Truck,White Hero
V0000539,FIR-2026-000999,KA51SZ0672,Scooter,Red Bajaj
V0000540,FIR-2026-000999,KA11UJ9961,SUV,Silver Hyundai
V0000541,FIR-2025-001002,KA16VM6338,Auto Rickshaw,Blue Hyundai
V0000542,FIR-2026-001003,KA05QU5590,Motorcycle,Blue Bajaj
V0000543,FIR-2025-001006,KA20YM6865,Auto Rickshaw,Blue Maruti
V0000544,FIR-2025-001018,KA02IT8922,Scooter,
V0000545,FIR-2023-001020,KA40RA6455,Tempo,
V0000546,FIR-2024-001025,KA26QZ5424,Tempo,
V0000547,FIR-2026-001027,KA19VY7577,Tempo,Grey Hero
V0000548,FIR-2025-001030,KA35XX8947,Car,
V0000549,FIR-2025-001034,KA38AJ9433,SUV,White Bajaj
V0000550,FIR-2026-001035,KA46WM8099,Tempo,Maroon Bajaj
V0000551,FIR-2026-001035,KA48PO4246,Scooter,
V0000552,FIR-2024-001041,KA45QB2967,Car,Maroon Maruti
V0000553,FIR-2024-001041,KA52TH7999,Scooter,Silver TVS
V0000554,FIR-2026-001043,KA40ZR7921,Tempo,
V0000555,FIR-2025-001046,KA22SC1489,Tempo,Grey Bajaj
V0000556,FIR-2026-001047,KA17VH5454,Motorcycle,Maroon Maruti
V0000557,FIR-2024-001049,KA25PA5763,Mini Truck,Silver Bajaj
V0000558,FIR-2025-001050,KA22RZ3838,Scooter,Silver Hyundai
V0000559,FIR-2026-001051,KA23FX1605,Car,Grey TVS
V0000560,FIR-2023-001052,KA53IB5129,Mini Truck,Silver Honda
V0000561,FIR-2023-001052,KA18FJ5323,Tempo,
V0000562,FIR-2024-001053,KA18SO4615,Auto Rickshaw,Black Maruti
V0000563,FIR-2025-001054,KA41HI7206,SUV,
V0000564,FIR-2026-001055,KA21YO8270,Car,Red Honda
V0000565,FIR-2026-001055,KA20YM6865,Motorcycle,White Maruti
V0000566,FIR-2023-001056,KA40RA6455,Scooter,Black Hyundai
V0000567,FIR-2024-001065,KA50OH6188,Tempo,Black Hyundai
V0000568,FIR-2025-001070,KA31GB6337,Motorcycle,Silver Honda
V0000569,FIR-2025-001070,KA50CT6190,Car,
V0000570,FIR-2023-001072,KA13TV0183,Motorcycle,Grey Hero
V0000571,FIR-2025-001074,KA32GC4780,Motorcycle,White Honda
V0000572,FIR-2026-001075,KA07MO1507,SUV,Grey Hyundai
V0000573,FIR-2024-001077,KA43TL9352,Tempo,Silver Maruti
V0000574,FIR-2024-001077,KA05QU5590,Auto Rickshaw,
V0000575,FIR-2026-001079,KA33GS9761,Tempo,Black TVS
V0000576,FIR-2023-001080,KA37GO4198,SUV,Blue Bajaj
V0000577,FIR-2023-001084,KA06PA8837,Tempo,Blue Hero
V0000578,FIR-2024-001085,KA46EN2885,Tempo,White Hero
V0000579,FIR-2024-001085,KA18OH7613,Motorcycle,
V0000580,FIR-2026-001087,KA18KK8849,Mini Truck,Maroon Bajaj
V0000581,FIR-2023-001088,KA18OH7613,Motorcycle,Maroon TVS
V0000582,FIR-2025-001094,KA14NM9569,Scooter,Maroon Bajaj
V0000583,FIR-2025-001106,KA50FJ1771,Auto Rickshaw,Grey Hyundai
V0000584,FIR-2026-001107,KA47BI0318,Mini Truck,Silver Hero
V0000585,FIR-2023-001108,KA44MM3249,SUV,Maroon Hero
V0000586,FIR-2024-001109,KA26KL0888,Tempo,White Maruti
V0000587,FIR-2025-001110,KA27EN3236,Motorcycle,Silver TVS
V0000588,FIR-2026-001111,KA50LF9926,Auto Rickshaw,Grey Hero
V0000589,FIR-2024-001113,KA38SV0444,SUV,Silver Honda
V0000590,FIR-2024-001121,KA50UR8913,Car,Maroon Maruti
V0000591,FIR-2025-001122,KA30DR2488,Tempo,Grey Hyundai
V0000592,FIR-2024-001125,KA06PA8837,Car,Grey TVS
V0000593,FIR-2025-001126,KA48UT8677,Scooter,Black Bajaj
V0000594,FIR-2026-001127,KA40FD2690,Auto Rickshaw,White Honda
V0000595,FIR-2024-001129,KA49HU4543,Auto Rickshaw,Blue Maruti
V0000596,FIR-2026-001131,KA41TV1090,Auto Rickshaw,White TVS
V0000597,FIR-2023-001132,KA50LF9926,Auto Rickshaw,Red Honda
V0000598,FIR-2023-001132,KA40PL8516,Scooter,Grey TVS
V0000599,FIR-2023-001136,KA15ZP9995,Car,White Bajaj
V0000600,FIR-2026-001139,KA38SV0444,Tempo,Silver Maruti
V0000601,FIR-2025-001142,KA17EF4217,Motorcycle,
V0000602,FIR-2025-001142,KA51AW3335,Tempo,White TVS
V0000603,FIR-2026-001143,KA24LV8946,Tempo,Silver Bajaj
V0000604,FIR-2023-001144,KA09UA4430,Motorcycle,Maroon Hyundai
V0000605,FIR-2024-001145,KA28TC0816,Scooter,Black Hyundai
V0000606,FIR-2025-001146,KA35ON1020,Motorcycle,Silver Maruti
V0000607,FIR-2023-001148,KA23RN6071,Auto Rickshaw,Blue Hero
V0000608,FIR-2024-001157,KA18KH1419,Mini Truck,Blue Hero
V0000609,FIR-2025-001158,KA19EI2266,Auto Rickshaw,Red Bajaj
V0000610,FIR-2026-001159,KA20TN3774,Motorcycle,Silver Maruti
V0000611,FIR-2025-001162,KA05QU5590,SUV,Silver Honda
V0000612,FIR-2025-001166,KA19KL4834,Motorcycle,Red Bajaj
V0000613,FIR-2025-001166,KA14NM9569,SUV,Silver Honda
V0000614,FIR-2023-001168,KA47FO2091,Mini Truck,White Hyundai
V0000615,FIR-2024-001169,KA31PK1685,Car,Grey Maruti
V0000616,FIR-2025-001170,KA09DQ0676,Auto Rickshaw,Grey Honda
V0000617,FIR-2023-001172,KA26HE0090,Mini Truck,Grey Bajaj
V0000618,FIR-2023-001176,KA45AY9432,Mini Truck,Silver Maruti
V0000619,FIR-2023-001176,KA51SZ0672,Car,
V0000620,FIR-2024-001177,KA40ON6265,Car,White Hero
V0000621,FIR-2024-001181,KA29NP6172,Scooter,
V0000622,FIR-2026-001187,KA02MK6624,Car,Blue Honda
V0000623,FIR-2024-001193,KA26HE0090,Car,Silver Hero
V0000624,FIR-2025-001194,KA27ZT7706,Tempo,Silver Hero
V0000625,FIR-2026-001195,KA18YN4133,Mini Truck,Maroon Honda
V0000626,FIR-2023-001196,KA33UD1046,Auto Rickshaw,Black Hero
V0000627,FIR-2026-001199,KA38DT5052,Auto Rickshaw,Silver Bajaj
V0000628,FIR-2023-001200,KA51HZ4084,Motorcycle,Blue Bajaj
V0000629,FIR-2023-001200,KA49HU4543,Scooter,Maroon Honda
V0000630,FIR-2024-001201,KA45XZ5456,Auto Rickshaw,Blue Hero
V0000631,FIR-2024-001201,KA40WZ4484,Mini Truck,Black TVS
V0000632,FIR-2025-001202,KA51SZ0672,Tempo,Silver Bajaj
V0000633,FIR-2026-001203,KA06UG1265,SUV,Red Maruti
V0000634,FIR-2026-001203,KA40RA6455,Motorcycle,
V0000635,FIR-2023-001204,KA04LH1124,Tempo,Silver Honda
V0000636,FIR-2024-001205,KA25TD4523,Auto Rickshaw,Black Maruti
V0000637,FIR-2026-001207,KA08VT0779,Mini Truck,
V0000638,FIR-2024-001209,KA45GN6015,Auto Rickshaw,Black Hero
V0000639,FIR-2025-001210,KA50ZQ5457,Auto Rickshaw,White Maruti
V0000640,FIR-2026-001211,KA41HI7206,Mini Truck,Red Bajaj
V0000641,FIR-2023-001212,KA35XX8947,Motorcycle,
V0000642,FIR-2025-001214,KA38HA8750,Auto Rickshaw,Black Hyundai
V0000643,FIR-2026-001215,KA49HU4543,Auto Rickshaw,
V0000644,FIR-2023-001220,KA25PA5763,SUV,Black Maruti
V0000645,FIR-2023-001220,KA23GH8173,Mini Truck,Blue Maruti
V0000646,FIR-2024-001221,KA11EN7083,Scooter,
V0000647,FIR-2024-001221,KA50UB0508,Tempo,White Hero
V0000648,FIR-2026-001223,KA22AD6551,Scooter,
V0000649,FIR-2023-001228,KA38QW7193,Scooter,
V0000650,FIR-2024-001229,KA28LU7532,Mini Truck,
V0000651,FIR-2025-001230,KA09LZ8750,Scooter,Black Maruti
V0000652,FIR-2025-001234,KA39EH4600,Car,Black TVS
V0000653,FIR-2024-001237,KA25WE3505,Scooter,White Bajaj
V0000654,FIR-2024-001245,KA39QR0577,Auto Rickshaw,Silver Hero
V0000655,FIR-2023-001248,KA33UP0768,Mini Truck,Grey Maruti
V0000656,FIR-2024-001249,KA23RN6071,Scooter,Black Maruti
V0000657,FIR-2025-001250,KA16GA2496,Motorcycle,
V0000658,FIR-2026-001251,KA48PO4246,Car,Silver Hyundai
V0000659,FIR-2023-001256,KA43QR9755,Tempo,
V0000660,FIR-2025-001258,KA49HU4543,Motorcycle,White Hyundai
V0000661,FIR-2025-001262,KA21KY6211,Motorcycle,Blue Maruti
V0000662,FIR-2023-001264,KA50XT9920,SUV,Black Maruti
V0000663,FIR-2024-001265,KA45AY9432,SUV,Blue Maruti
V0000664,FIR-2026-001267,KA01NP1729,Mini Truck,Red Honda
V0000665,FIR-2026-001267,KA16ZY9350,Scooter,
V0000666,FIR-2023-001268,KA09XM5694,Auto Rickshaw,
V0000667,FIR-2023-001272,KA21YO8270,Motorcycle,Maroon Bajaj
V0000668,FIR-2023-001272,KA21SM3925,Car,Red Hero
V0000669,FIR-2026-001275,KA27LH6514,Car,Maroon Maruti
V0000670,FIR-2026-001279,KA07IZ7312,SUV,Maroon Maruti
V0000671,FIR-2023-001280,KA36XG6434,Mini Truck,White TVS
V0000672,FIR-2024-001281,KA24KA9013,SUV,Silver Maruti
V0000673,FIR-2024-001281,KA32EW8908,Tempo,
V0000674,FIR-2024-001285,KA04HM4844,Tempo,Grey Maruti
V0000675,FIR-2024-001285,KA20YM6865,Mini Truck,Grey Honda
V0000676,FIR-2025-001286,KA12GI0180,Car,Black TVS
V0000677,FIR-2025-001286,KA35UN6888,Scooter,Black Hero
V0000678,FIR-2026-001287,KA43QR9755,Motorcycle,White Hyundai
V0000679,FIR-2026-001287,KA05NN5421,Scooter,
V0000680,FIR-2024-001289,KA21TF0417,Mini Truck,White Hero
V0000681,FIR-2025-001290,KA09HW2831,Car,Blue Hyundai
V0000682,FIR-2024-001293,KA49YD6965,SUV,Silver Hero
V0000683,FIR-2026-001299,KA01NP1729,Car,
V0000684,FIR-2024-001301,KA05QU5590,Auto Rickshaw,Black Hyundai
V0000685,FIR-2024-001301,KA50LF9926,SUV,Red Hero
V0000686,FIR-2023-001304,KA46YM2655,SUV,Grey Bajaj
V0000687,FIR-2023-001304,KA08JI5940,Auto Rickshaw,Red Honda
V0000688,FIR-2024-001305,KA34TW3837,Motorcycle,Grey Bajaj
V0000689,FIR-2023-001308,KA27MQ9478,Mini Truck,
V0000690,FIR-2023-001308,KA22YX2949,Mini Truck,Red Hero
V0000691,FIR-2024-001309,KA25WE3505,Scooter,Red Hyundai
V0000692,FIR-2023-001312,KA02FV9120,Mini Truck,Black TVS
V0000693,FIR-2024-001313,KA50YQ7939,Auto Rickshaw,Maroon TVS
V0000694,FIR-2023-001316,KA08EQ8971,Motorcycle,Black Bajaj
V0000695,FIR-2023-001320,KA30XQ1962,Scooter,Black Maruti
V0000696,FIR-2024-001321,KA46JJ4266,SUV,Blue Hyundai
V0000697,FIR-2025-001322,KA33AG6048,Car,Maroon Bajaj
V0000698,FIR-2026-001323,KA04LH1124,Motorcycle,Silver Bajaj
V0000699,FIR-2026-001323,KA30RN3219,Motorcycle,Blue Honda
V0000700,FIR-2023-001324,KA22QJ2874,Tempo,White Bajaj
V0000701,FIR-2024-001325,KA19YY0998,Mini Truck,Blue Bajaj
V0000702,FIR-2024-001325,KA28ZU9756,Mini Truck,Silver Hero
V0000703,FIR-2025-001326,KA12KB8441,Motorcycle,White Hyundai
V0000704,FIR-2026-001327,KA44YM1976,Scooter,Blue Hyundai
V0000705,FIR-2023-001328,KA25FF5318,Tempo,Black Hyundai
V0000706,FIR-2026-001331,KA22TH1927,SUV,
V0000707,FIR-2024-001337,KA46EN2885,Car,Blue Hero
V0000708,FIR-2024-001341,KA19WT6768,Scooter,Red TVS
V0000709,FIR-2026-001343,KA48UK4362,Car,Silver Honda
V0000710,FIR-2026-001343,KA25PG9839,SUV,
V0000711,FIR-2023-001344,KA25PA5763,Scooter,Silver Hero
V0000712,FIR-2023-001344,KA10WM2642,Tempo,
V0000713,FIR-2024-001345,KA18YI3545,Scooter,
V0000714,FIR-2025-001346,KA29JT4576,Scooter,Maroon Bajaj
V0000715,FIR-2025-001346,KA16EP1874,Car,
V0000716,FIR-2023-001348,KA42JU2078,Mini Truck,Grey Bajaj
V0000717,FIR-2024-001349,KA50YQ7939,Auto Rickshaw,Grey Honda
V0000718,FIR-2026-001351,KA08OE7612,SUV,
V0000719,FIR-2023-001356,KA15FZ8486,Scooter,
V0000720,FIR-2024-001357,KA25KG7449,SUV,Grey Maruti
V0000721,FIR-2024-001357,KA26HH4905,Scooter,Maroon Honda
V0000722,FIR-2023-001360,KA09AO1037,Mini Truck,
V0000723,FIR-2023-001360,KA17DV8987,Scooter,Blue Maruti
V0000724,FIR-2026-001363,KA19CF1318,Scooter,Blue Maruti
V0000725,FIR-2026-001363,KA42GY8187,Motorcycle,White Maruti
V0000726,FIR-2025-001366,KA44TZ1983,Scooter,Grey Hyundai
V0000727,FIR-2026-001367,KA41PW5685,Mini Truck,
V0000728,FIR-2026-001367,KA28LU7532,SUV,Blue Bajaj
V0000729,FIR-2023-001368,KA45AW3573,Scooter,Maroon Bajaj
V0000730,FIR-2024-001369,KA33SW5618,SUV,Blue Bajaj
V0000731,FIR-2023-001372,KA51QQ0428,Motorcycle,Silver Honda
V0000732,FIR-2025-001374,KA05QU5590,SUV,Black Hero
V0000733,FIR-2026-001375,KA40CS4120,Tempo,White Bajaj
V0000734,FIR-2026-001375,KA28LU7532,Mini Truck,Grey Hyundai
V0000735,FIR-2023-001376,KA41FB1873,SUV,Grey Maruti
V0000736,FIR-2026-001379,KA06UN2223,Car,White Hero
V0000737,FIR-2025-001382,KA47AK1522,Car,Blue Hyundai
V0000738,FIR-2024-001385,KA49HU4543,Tempo,Blue Maruti
V0000739,FIR-2023-001388,KA30FB4262,Tempo,Grey TVS
V0000740,FIR-2024-001389,KA50LF9926,Auto Rickshaw,Maroon Hero
V0000741,FIR-2024-001389,KA10XW9986,Motorcycle,Blue Bajaj
V0000742,FIR-2026-001391,KA12ML8157,Tempo,
V0000743,FIR-2024-001393,KA46WM8099,Motorcycle,White Hero
V0000744,FIR-2023-001396,KA48PK1242,SUV,Grey Hyundai
V0000745,FIR-2024-001397,KA30NX9707,SUV,Blue Maruti
V0000746,FIR-2025-001398,KA26DO4487,Motorcycle,Grey Hero
V0000747,FIR-2025-001398,KA51SZ0672,Car,Blue TVS
V0000748,FIR-2023-001400,KA24XM1566,Scooter,Black Maruti
V0000749,FIR-2026-001403,KA35XX8947,Scooter,White Hero
V0000750,FIR-2024-001405,KA20GM1136,Car,Maroon Honda
V0000751,FIR-2024-001405,KA17HC2612,Mini Truck,Blue Maruti
V0000752,FIR-2026-001407,KA47QU4425,Mini Truck,White Hyundai
V0000753,FIR-2023-001412,KA20LR9271,Tempo,Grey Hyundai
V0000754,FIR-2024-001413,KA45FQ1535,Car,Blue Maruti
V0000755,FIR-2026-001415,KA32GA1832,Tempo,Blue Maruti
V0000756,FIR-2024-001417,KA32GY9467,Auto Rickshaw,Silver Hero
V0000757,FIR-2025-001422,KA11FY2508,Tempo,Blue Maruti
V0000758,FIR-2026-001423,KA53LM7032,Tempo,Maroon Hyundai
V0000759,FIR-2023-001424,KA51SZ0672,Motorcycle,
V0000760,FIR-2025-001426,KA03RN1865,Tempo,Blue Honda
V0000761,FIR-2026-001427,KA52CC7168,Scooter,Grey Bajaj
V0000762,FIR-2024-001429,KA48BT7577,Mini Truck,White TVS
V0000763,FIR-2024-001429,KA38TC3083,Mini Truck,Red Honda
V0000764,FIR-2025-001430,KA41ZZ9754,Auto Rickshaw,Maroon Maruti
V0000765,FIR-2026-001431,KA13CN9171,SUV,
V0000766,FIR-2023-001432,KA52TH7999,SUV,Grey TVS
V0000767,FIR-2024-001433,KA36QZ3197,SUV,Maroon Maruti
V0000768,FIR-2023-001436,KA15HN6678,Tempo,Grey Honda
V0000769,FIR-2026-001439,KA09EV8772,SUV,Maroon Maruti
V0000770,FIR-2024-001441,KA25WE3505,Scooter,
V0000771,FIR-2024-001445,KA03UU4713,Auto Rickshaw,
V0000772,FIR-2025-001446,KA36DD0666,Scooter,Silver Bajaj
V0000773,FIR-2023-001448,KA50YQ7939,Tempo,White Honda
V0000774,FIR-2023-001448,KA05SW3978,Mini Truck,
V0000775,FIR-2025-001450,KA15FZ8486,Motorcycle,Maroon Honda
V0000776,FIR-2024-001453,KA43QR9755,Motorcycle,
V0000777,FIR-2025-001454,KA15IN7956,Mini Truck,Black Honda
V0000778,FIR-2026-001455,KA51LK1523,Tempo,Maroon Hyundai
V0000779,FIR-2025-001458,KA02MQ9587,Mini Truck,Black Hyundai
V0000780,FIR-2026-001459,KA15UU5786,Auto Rickshaw,
V0000781,FIR-2026-001459,KA19LC2389,Scooter,Grey Honda
V0000782,FIR-2024-001461,KA04IS6877,Auto Rickshaw,
V0000783,FIR-2025-001462,KA19HC0727,Scooter,White Bajaj
V0000784,FIR-2025-001462,KA26PU4325,Tempo,
V0000785,FIR-2026-001463,KA07TP4589,Mini Truck,Grey TVS
V0000786,FIR-2023-001464,KA39XW1876,Motorcycle,White Hero
V0000787,FIR-2026-001467,KA28RO2607,Car,Maroon Honda
V0000788,FIR-2024-001469,KA14NM9569,Auto Rickshaw,
V0000789,FIR-2024-001469,KA13KT0702,Tempo,
V0000790,FIR-2024-001473,KA05SW3978,Tempo,
V0000791,FIR-2024-001473,KA25MW6360,Scooter,Black Bajaj
V0000792,FIR-2023-001476,KA10ZR8375,Motorcycle,Silver TVS
V0000793,FIR-2024-001477,KA52TM0434,Auto Rickshaw,Maroon Maruti
V0000794,FIR-2025-001478,KA26JJ7297,Auto Rickshaw,
