fir_number,district,police_station,crime_type,crime_category,severity,latitude,longitude,h3_r7,h3_r8,h3_r9,occurred_at,reported_at,hour,day_of_week,modus_operandi,description,status,victim_count,accused_count,property_value_inr,weapon_used,source
FIR-2023-000068,Bengaluru City,Bengaluru City PS,Robbery,Property,4,12.988753,77.622917,8761892e8ffffff,8861892e9dfffff,8961892e837ffff,2024-11-12T22:34:00,2024-11-13T00:38:00,22,1,"threatened with weapon, valuables looted, victim assaulted","As per the FIR, threatened with weapon, valuables looted, victim assaulted. Reported at Bengaluru City.",Closed,1,1,284000.0,,demo-synthetic
FIR-2024-000069,Chikkaballapura,Chikkaballapura City PS,Robbery,Property,4,13.396605,77.718444,87601699cffffff,88601699c1fffff,89601699c13ffff,2023-09-17T02:11:00,2023-09-17T06:02:00,2,6,"gang surrounded victim, valuables looted, victim assaulted","On the date of incident, gang surrounded victim, valuables looted, victim assaulted. Reported at Chikkaballapura.",Closed,1,1,68100.0,,demo-synthetic
FIR-2025-000070,Kalaburagi,Kalaburagi Lake PS,Assault,Violent,2,17.320627,76.762647,876085da3ffffff,886085da37fffff,896085da363ffff,2024-05-14T21:47:00,2024-05-15T02:22:00,21,1,"sudden quarrel escalated, stabbed during scuffle, alcohol involved","The victim states that sudden quarrel escalated, stabbed during scuffle, alcohol involved. Reported at Kalaburagi.",Closed,1,1,,Country-made pistol,demo-synthetic
FIR-2026-000071,Mangaluru,Mangaluru Rural PS,Drug Possession (NDPS),Narcotics,3,12.88236,74.830012,876011271ffffff,8860112715fffff,89601127157ffff,2024-05-21T22:57:00,2024-05-22T01:08:00,22,1,"tip-off acted upon, MDMA pills recovered, peddler network","On the date of incident, tip-off acted upon, MDMA pills recovered, peddler network. Reported at Mangaluru.",Closed,1,1,,,demo-synthetic
FIR-2023-000072,Dakshina Kannada,Dakshina South PS,Vehicle Theft,Property,3,12.925358,75.204309,876011051ffffff,8860110519fffff,8960110519bffff,2026-03-06T20:39:00,2026-03-07T05:00:00,20,4,"ignition hot-wired, two-wheeler driven away, near railway station","As per the FIR, ignition hot-wired, two-wheeler driven away, near railway station. Reported at Dakshina Kannada.",Open,1,1,8300.0,,demo-synthetic
FIR-2024-000073,Belagavi,Belagavi Town PS,Chain Snatching,Property,3,15.831775,74.470862,8760a82e5ffffff,8860a82e5dfffff,8960a82e5c3ffff,2024-03-23T18:47:00,2024-03-24T02:47:00,18,5,"approached from behind, gold chain snatched, near market crowd","As per the FIR, approached from behind, gold chain snatched, near market crowd. Reported at Belagavi.",ChargeSheeted,1,1,39700.0,,demo-synthetic
FIR-2025-000074,Bengaluru Rural,Bengaluru Market PS,Burglary,Property,3,13.271097,77.578903,87601682effffff,8860168233fffff,89601682e5bffff,2023-09-25T01:27:00,2023-09-25T14:14:00,1,0,"lock picked, electronics removed, guard dog poisoned","Complainant reports that lock picked, electronics removed, guard dog poisoned. Reported at Bengaluru Rural.",UnderInvestigation,1,1,150900.0,,demo-synthetic
FIR-2026-000075,Bengaluru City,Bengaluru Market PS,Online Financial Fraud,Cybercrime,3,12.957225,77.578402,87618925bffffff,88618925b3fffff,89618925b23ffff,2024-03-07T12:02:00,2024-03-08T12:14:00,12,3,"UPI collect request, amount debited via UPI, victim contacted on WhatsApp","Complainant reports that UPI collect request, amount debited via UPI, victim contacted on WhatsApp. Reported at Bengaluru City.",UnderInvestigation,1,3,307400.0,,demo-synthetic
FIR-2023-000076,Bengaluru City,Bengaluru Cantonment PS,Robbery,Property,4,12.903338,77.67473,876189273ffffff,8861892731fffff,89618927303ffff,2025-12-21T03:23:00,2025-12-21T06:42:00,3,6,"threatened with weapon, valuables looted, victim assaulted","Complainant reports that threatened with weapon, valuables looted, victim assaulted. Reported at Bengaluru City.",Closed,1,1,386400.0,Sickle,demo-synthetic
FIR-2024-000077,Bengaluru City,Bengaluru Nagar PS,Chain Snatching,Property,3,12.99745,77.574526,8760145b0ffffff,8860145b01fffff,8960145b00bffff,2024-02-06T19:04:00,2024-02-07T03:30:00,19,1,"approached from behind, gold chain snatched, victim walking alone","The victim states that approached from behind, gold chain snatched, victim walking alone. Reported at Bengaluru City.",ChargeSheeted,1,2,194000.0,,demo-synthetic
FIR-2025-000078,Yadgir,Yadgir Nagar PS,Vehicle Theft,Property,3,16.770348,77.193465,8760a3545ffffff,8860a3545dfffff,8960a3545c7ffff,2026-06-09T01:40:00,2026-06-09T14:03:00,1,1,"duplicate key used, vehicle parts stripped, outside shopping mall","On the date of incident, duplicate key used, vehicle parts stripped, outside shopping mall. Reported at Yadgir.",ChargeSheeted,2,3,179100.0,,demo-synthetic
FIR-2026-000079,Bengaluru City,Bengaluru Rural PS,Online Financial Fraud,Cybercrime,3,12.97908,77.57749,8760145b5ffffff,8860145b55fffff,8960145b55bffff,2026-03-11T23:11:00,2026-03-16T23:29:00,23,2,"phishing link sent, OTP shared by victim, victim contacted on WhatsApp","Complainant reports that phishing link sent, OTP shared by victim, victim contacted on WhatsApp. Reported at Bengaluru City.",ChargeSheeted,1,5,344000.0,,demo-synthetic
FIR-2023-000080,Uttara Kannada,Uttara West PS,Vehicle Theft,Property,3,14.807842,74.695259,8760ad01bffffff,8860ad01b7fffff,8960ad01b6fffff,2025-12-06T13:21:00,2025-12-06T21:30:00,13,5,"duplicate key used, vehicle parts stripped, from apartment basement","Complainant reports that duplicate key used, vehicle parts stripped, from apartment basement. Reported at Uttara Kannada.",Closed,1,1,64400.0,,demo-synthetic
FIR-2024-000081,Bidar,Bidar Rural PS,Rioting,Violent,3,17.899192,77.58968,876084523ffffff,886084523dfffff,896084523c3ffff,2024-12-17T15:59:00,2024-12-17T20:50:00,15,1,"mob gathered, stones pelted, communal tension","As per the FIR, mob gathered, stones pelted, communal tension. Reported at Bidar.",ChargeSheeted,1,9,,Sharp-edged weapon,demo-synthetic
FIR-2025-000082,Bengaluru City,Bengaluru Nagar PS,Murder,Violent,5,13.018135,77.649589,8761892c5ffffff,8861892eadfffff,8961892eadbffff,2024-10-26T03:34:00,2024-10-26T10:08:00,3,5,"premeditated attack, head injuries inflicted, body found in field","The victim states that premeditated attack, head injuries inflicted, body found in field. Reported at Bengaluru City.",Closed,1,3,,,demo-synthetic
FIR-2026-000083,Mangaluru,Mangaluru City PS,Phishing / OTP Fraud,Cybercrime,4,12.881813,74.889662,876011229ffffff,886011229dfffff,89601122953ffff,2023-11-09T15:53:00,2023-11-12T16:48:00,15,3,"SIM swap executed, bank account drained, caller spoofed bank IVR","As per the FIR, SIM swap executed, bank account drained, caller spoofed bank IVR. Reported at Mangaluru.",ChargeSheeted,1,3,,,demo-synthetic
FIR-2023-000084,Bengaluru City,Bengaluru Nagar PS,Online Financial Fraud,Cybercrime,3,12.972931,77.62708,8761892edffffff,8861892ed1fffff,8961892ed0fffff,2026-04-13T21:56:00,2026-04-15T22:31:00,21,0,"remote-access app installed, card details captured, spoofed bank SMS","As per the FIR, remote-access app installed, card details captured, spoofed bank SMS. Reported at Bengaluru City.",Open,5,3,129700.0,,demo-synthetic
FIR-2024-000085,Raichur,Raichur Industrial Area PS,Online Financial Fraud,Cybercrime,4,16.193806,77.381709,8760a39a5ffffff,8860a39a5bfffff,8960a39a5b7ffff,2023-08-16T07:17:00,2023-08-16T13:53:00,7,2,"fake KYC update message, OTP shared by victim, money routed through mule accounts","Complainant reports that fake KYC update message, OTP shared by victim, money routed through mule accounts. Reported at Raichur.",Closed,1,1,755100.0,,demo-synthetic
FIR-2025-000086,Bengaluru City,Bengaluru Rural PS,Domestic Violence,Crime Against Women,3,12.943279,77.571547,8760145a6ffffff,8860145a69fffff,8960145a69bffff,2025-05-10T20:50:00,2025-05-10T23:11:00,20,5,"frequent quarrels, subjected to cruelty, dowry-related","On the date of incident, frequent quarrels, subjected to cruelty, dowry-related. Reported at Bengaluru City.",UnderInvestigation,1,6,,,demo-synthetic
FIR-2026-000087,Mysuru,Mysuru West PS,Vehicle Theft,Property,4,12.298474,76.607103,876015ca4ffffff,886015ca4bfffff,896015ca4afffff,2024-03-24T19:02:00,2024-03-24T23:56:00,19,6,"master key used, vehicle parts stripped, outside shopping mall","On the date of incident, master key used, vehicle parts stripped, outside shopping mall. Reported at Mysuru.",Open,4,1,507400.0,,demo-synthetic
FIR-2023-000088,Bengaluru City,Bengaluru East PS,Phishing / OTP Fraud,Cybercrime,4,13.006218,77.593825,8760145b6ffffff,8860145b67fffff,8960145b673ffff,2026-02-10T03:17:00,2026-02-12T03:19:00,3,1,"SIM swap executed, bank account drained, multiple small debits","As per the FIR, SIM swap executed, bank account drained, multiple small debits. Reported at Bengaluru City.",ChargeSheeted,1,1,11300.0,,demo-synthetic
FIR-2024-000089,Hassan,Hassan North PS,Burglary,Property,3,12.970296,76.10458,876010a1dffffff,886010a1d1fffff,896010a1d07ffff,2024-05-05T17:22:00,2024-05-06T17:58:00,17,6,"rear window broken, cash and gold stolen, night-time entry","The victim states that rear window broken, cash and gold stolen, night-time entry. Reported at Hassan.",UnderInvestigation,4,1,196300.0,,demo-synthetic
FIR-2025-000090,Kalaburagi,Kalaburagi West PS,Vehicle Theft,Property,4,17.296638,76.852428,876084a58ffffff,886084a58dfffff,896084a5c6fffff,2024-05-16T23:22:00,2024-05-17T01:34:00,23,3,"ignition hot-wired, car taken from parking lot, near railway station","Complainant reports that ignition hot-wired, car taken from parking lot, near railway station. Reported at Kalaburagi.",Closed,2,5,186300.0,,demo-synthetic
FIR-2026-000091,Raichur,Raichur Market PS,Vehicle Theft,Property,4,16.26885,77.269351,8760a3989ffffff,8860a39893fffff,8960a398927ffff,2024-01-09T20:39:00,2024-01-10T04:45:00,20,1,"ignition hot-wired, vehicle parts stripped, number plate swapped","The victim states that ignition hot-wired, vehicle parts stripped, number plate swapped. Reported at Raichur.",Closed,1,1,22500.0,,demo-synthetic
FIR-2023-000092,Hassan,Hassan East PS,Cheating / Fraud,Economic,3,12.985268,76.084377,876010a19ffffff,886010a193fffff,896010a1933ffff,2025-11-07T07:35:00,2025-11-09T07:47:00,7,4,"posed as bank official, amount transferred to mule account, shell company used","On the date of incident, posed as bank official, amount transferred to mule account, shell company used. Reported at Hassan.",Closed,3,1,3188600.0,,demo-synthetic
FIR-2024-000093,Ramanagara,Ramanagara Industrial Area PS,House Theft,Property,2,12.644322,77.258918,87601418effffff,88601418e7fffff,89601418e6fffff,2025-08-02T22:29:00,2025-08-03T23:09:00,22,5,"door latch lifted, cash from drawer taken, no forced entry","As per the FIR, door latch lifted, cash from drawer taken, no forced entry. Reported at Ramanagara.",ChargeSheeted,1,5,322600.0,,demo-synthetic
FIR-2025-000094,Mysuru,Mysuru City PS,House Theft,Property,3,12.273854,76.614959,876015d8bffffff,886015d8b9fffff,896015d8b9bffff,2024-05-05T20:57:00,2024-05-05T23:39:00,20,6,"false ceiling crawled, cash from drawer taken, daytime when house empty","Investigation reveals that false ceiling crawled, cash from drawer taken, daytime when house empty. Reported at Mysuru.",Open,1,1,291900.0,,demo-synthetic
FIR-2026-000095,Ramanagara,Ramanagara Cantonment PS,Molestation,Crime Against Women,2,12.708063,77.328398,876014192ffffff,88601456c9fffff,89601456c93ffff,2026-03-22T19:32:00,2026-03-23T04:31:00,19,6,"accosted on road, blocked path, repeat offender","Investigation reveals that accosted on road, blocked path, repeat offender. Reported at Ramanagara.",Closed,2,1,,,demo-synthetic
FIR-2023-000096,Bengaluru Rural,Bengaluru City PS,Assault,Violent,3,13.218351,77.566903,876016953ffffff,886016953dfffff,896016953c7ffff,2024-05-18T12:37:00,2024-05-18T20:55:00,12,5,"argument over money, hit with blunt object, group attack","On the date of incident, argument over money, hit with blunt object, group attack. Reported at Bengaluru Rural.",ChargeSheeted,1,1,,,demo-synthetic
FIR-2024-000097,Bagalkote,Bagalkote Rural PS,Phishing / OTP Fraud,Cybercrime,2,16.220479,75.643465,8760ae38dffffff,8860ae38d3fffff,8960ae38d23ffff,2023-11-11T18:57:00,2023-11-16T19:23:00,18,5,"SIM swap executed, wallet balance transferred, social engineering used","As per the FIR, SIM swap executed, wallet balance transferred, social engineering used. Reported at Bagalkote.",Closed,1,5,241200.0,,demo-synthetic
FIR-2025-000098,Kalaburagi,Kalaburagi Town PS,Vehicle Theft,Property,3,17.307841,76.847213,876084a58ffffff,886084a585fffff,896084a5843ffff,2025-03-21T16:05:00,2025-03-22T04:54:00,16,4,"ignition hot-wired, car taken from parking lot, near railway station","On the date of incident, ignition hot-wired, car taken from parking lot, near railway station. Reported at Kalaburagi.",Closed,4,2,385700.0,,demo-synthetic
FIR-2026-000099,Bengaluru City,Bengaluru North PS,POCSO,Crime Against Children,5,13.026874,77.570313,876014594ffffff,886014594dfffff,896014594d7ffff,2024-11-23T07:07:00,2024-11-23T08:26:00,7,5,"inappropriate behaviour, grooming alleged, neighbour accused","Investigation reveals that inappropriate behaviour, grooming alleged, neighbour accused. Reported at Bengaluru City.",Closed,1,6,,,demo-synthetic
FIR-2023-000100,Yadgir,Yadgir Nagar PS,Phishing / OTP Fraud,Cybercrime,4,16.773308,77.14923,8760a354cffffff,8860a354c1fffff,8960a354c17ffff,2026-03-19T01:13:00,2026-03-19T07:55:00,1,3,"OTP obtained on pretext of reward, wallet balance transferred, caller spoofed bank IVR","Investigation reveals that OTP obtained on pretext of reward, wallet balance transferred, caller spoofed bank IVR. Reported at Yadgir.",UnderInvestigation,1,4,178000.0,,demo-synthetic
FIR-2024-000101,Mysuru,Mysuru Town PS,Robbery,Property,4,12.295105,76.617155,876015ca4ffffff,886015ca49fffff,896015ca483ffff,2026-01-09T20:30:00,2026-01-10T02:52:00,20,4,"knife brandished, wallet snatched, late night near ATM","As per the FIR, knife brandished, wallet snatched, late night near ATM. Reported at Mysuru.",UnderInvestigation,1,1,253600.0,Knife,demo-synthetic
FIR-2025-000102,Chitradurga,Chitradurga Nagar PS,POCSO,Crime Against Children,5,14.218876,76.336594,876012a8affffff,886012a8a5fffff,896012a8a47ffff,2024-12-11T21:13:00,2024-12-12T00:03:00,21,2,"inappropriate behaviour, grooming alleged, neighbour accused","Complainant reports that inappropriate behaviour, grooming alleged, neighbour accused. Reported at Chitradurga.",Closed,1,1,,,demo-synthetic
FIR-2026-000103,Chamarajanagar,Chamarajanagar Industrial Area PS,Kidnapping,Violent,4,11.917113,76.941964,8760337b2ffffff,8860337b2bfffff,8960337b2abffff,2023-07-16T15:53:00,2023-07-16T18:26:00,15,6,"abducted in vehicle, ransom demanded, known to family","Investigation reveals that abducted in vehicle, ransom demanded, known to family. Reported at Chamarajanagar.",ChargeSheeted,1,6,,Sickle,demo-synthetic
FIR-2023-000104,Raichur,Raichur Cantonment PS,House Theft,Property,2,16.239998,77.314763,8760a39abffffff,8860a39ab1fffff,8960a39ab03ffff,2025-12-17T09:16:00,2025-12-18T09:38:00,9,2,"unlocked door entered, ornaments stolen, domestic help suspected","Investigation reveals that unlocked door entered, ornaments stolen, domestic help suspected. Reported at Raichur.",Open,1,1,27500.0,,demo-synthetic
FIR-2024-000105,Bengaluru City,Bengaluru Town PS,POCSO,Crime Against Children,5,12.95879,77.646858,876189253ffffff,8861892531fffff,8961892530bffff,2023-07-12T20:02:00,2023-07-12T22:20:00,20,2,"known person, sexual assault on minor, neighbour accused","Investigation reveals that known person, sexual assault on minor, neighbour accused. Reported at Bengaluru City.",Closed,1,1,,,demo-synthetic
FIR-2025-000106,Shivamogga,Shivamogga Cantonment PS,Burglary,Property,4,13.877551,75.606581,87601312bffffff,88601312bbfffff,89601312ba7ffff,2024-11-27T13:11:00,2024-11-28T01:38:00,13,2,"lock picked, cash and gold stolen, occupants away on travel","Investigation reveals that lock picked, cash and gold stolen, occupants away on travel. Reported at Shivamogga.",Closed,1,1,333900.0,,demo-synthetic
FIR-2026-000107,Bengaluru City,Bengaluru Industrial Area PS,Assault,Violent,4,12.934284,77.584197,876189259ffffff,8861892591fffff,8961892591bffff,2025-01-31T02:08:00,2025-01-31T10:50:00,2,4,"old enmity, victim beaten with sticks, near liquor shop","Complainant reports that old enmity, victim beaten with sticks, near liquor shop. Reported at Bengaluru City.",Closed,1,1,,Machete,demo-synthetic
FIR-2023-000108,Bengaluru City,Bengaluru Rural PS,Vehicle Theft,Property,3,12.995371,77.629472,8761892e8ffffff,8861892e81fffff,8961892e80fffff,2023-06-24T10:07:00,2023-06-24T11:07:00,10,5,"ignition hot-wired, two-wheeler driven away, outside shopping mall","Complainant reports that ignition hot-wired, two-wheeler driven away, outside shopping mall. Reported at Bengaluru City.",Closed,1,1,500100.0,,demo-synthetic
FIR-2024-000109,Ballari,Ballari North PS,Assault,Violent,4,15.134782,76.90787,8760a180bffffff,8860a180bbfffff,8960a180bb7ffff,2025-10-11T08:01:00,2025-10-11T12:30:00,8,5,"sudden quarrel escalated, hit with blunt object, group attack","Complainant reports that sudden quarrel escalated, hit with blunt object, group attack. Reported at Ballari.",Open,1,3,,Acid,demo-synthetic
