fir_number,district,police_station,crime_type,crime_category,severity,latitude,longitude,h3_r7,h3_r8,h3_r9,occurred_at,reported_at,hour,day_of_week,modus_operandi,description,status,victim_count,accused_count,property_value_inr,weapon_used,source
FIRNEW-2024-990069,Mysuru,Mysuru Cantonment PS,Burglary,Property,2,12.307177,76.652687,876015d98ffffff,886015d98bfffff,896015d98b3ffff,2026-06-04T00:29:00,2026-06-06T00:58:00,0,3,"grille cut open, jewellery taken, CCTV wires cut","Investigation reveals that grille cut open, jewellery taken, CCTV wires cut. Reported at Mysuru.",Open,1,3,407900.0,,demo-synthetic
FIRNEW-2025-990070,Bengaluru City,Bengaluru Market PS,Phishing / OTP Fraud,Cybercrime,3,12.900704,77.626515,876189243ffffff,8861892407fffff,896189243d3ffff,2026-06-05T21:34:00,2026-06-06T09:38:00,21,4,"OTP obtained on pretext of reward, wallet balance transferred, social engineering used","On the date of incident, OTP obtained on pretext of reward, wallet balance transferred, social engineering used. Reported at Bengaluru City.",Open,1,5,222700.0,,demo-synthetic
FIRNEW-2026-990071,Mysuru,Mysuru West PS,Vehicle Theft,Property,3,12.285917,76.645116,876015d9dffffff,886015d9dbfffff,896015d9da7ffff,2026-06-08T13:40:00,2026-06-08T22:24:00,13,0,"duplicate key used, vehicle parts stripped, outside shopping mall","On the date of incident, duplicate key used, vehicle parts stripped, outside shopping mall. Reported at Mysuru.",Open,1,1,289900.0,,demo-synthetic
FIRNEW-2023-990072,Bengaluru City,Bengaluru Market PS,Phishing / OTP Fraud,Cybercrime,4,12.984923,77.716883,8761892e4ffffff,8861892e45fffff,89618921927ffff,2026-06-05T14:54:00,2026-06-12T15:24:00,14,4,"OTP obtained on pretext of reward, card not present transaction, caller spoofed bank IVR","Complainant reports that OTP obtained on pretext of reward, card not present transaction, caller spoofed bank IVR. Reported at Bengaluru City.",Open,1,1,179100.0,,demo-synthetic
FIRNEW-2024-990073,Bengaluru City,Bengaluru Market PS,Phishing / OTP Fraud,Cybercrime,3,13.001504,77.561282,8760145b3ffffff,8860145b39fffff,8960145b383ffff,2026-06-02T07:24:00,2026-06-05T07:46:00,7,1,"SIM swap executed, wallet balance transferred, social engineering used","The victim states that SIM swap executed, wallet balance transferred, social engineering used. Reported at Bengaluru City.",Open,1,1,,,demo-synthetic
FIRNEW-2025-990074,Tumakuru,Tumakuru North PS,Vehicle Theft,Property,4,13.329016,77.034713,876016a53ffffff,886016a535fffff,896016a5347ffff,2026-06-10T00:01:00,2026-06-12T00:43:00,0,2,"duplicate key used, car taken from parking lot, number plate swapped","Investigation reveals that duplicate key used, car taken from parking lot, number plate swapped. Reported at Tumakuru.",Open,1,1,37800.0,,demo-synthetic
FIRNEW-2026-990075,Mysuru,Hubballi-Dharwad East PS,Robbery,Property,4,12.302602,76.648368,876015d9dffffff,886015d9d7fffff,896015d9d63ffff,2026-06-07T20:58:00,2026-06-08T00:47:00,20,6,"gang surrounded victim, valuables looted, on isolated stretch","On the date of incident, gang surrounded victim, valuables looted, on isolated stretch. Reported at Hubballi-Dharwad.",Open,1,1,57300.0,Country-made pistol,demo-synthetic
FIRNEW-2023-990076,Bengaluru City,Bengaluru Industrial Area PS,Drug Possession (NDPS),Narcotics,2,12.994666,77.556873,8760145b1ffffff,8860145b15fffff,8960145b143ffff,2026-06-13T13:38:00,2026-06-15T14:00:00,13,5,"intercepted at checkpost, ganja seized, weighing scale recovered","Complainant reports that intercepted at checkpost, ganja seized, weighing scale recovered. Reported at Bengaluru City.",Open,1,2,,,demo-synthetic
FIRNEW-2024-990077,Bengaluru City,Bengaluru Cantonment PS,Phishing / OTP Fraud,Cybercrime,3,12.931493,77.564853,8760145a4ffffff,8860145a45fffff,8960145a457ffff,2026-06-04T20:12:00,2026-06-07T20:28:00,20,3,"OTP obtained on pretext of reward, card not present transaction, social engineering used","On the date of incident, OTP obtained on pretext of reward, card not present transaction, social engineering used. Reported at Bengaluru City.",Open,1,1,292000.0,,demo-synthetic
FIRNEW-2025-990078,Bengaluru City,Bengaluru Market PS,Burglary,Property,3,12.996857,77.702728,8761892e6ffffff,8861892e63fffff,8961892e637ffff,2026-06-11T08:40:00,2026-06-11T09:59:00,8,3,"ventilator forced, almirah emptied, guard dog poisoned","The victim states that ventilator forced, almirah emptied, guard dog poisoned. Reported at Bengaluru City.",Open,1,3,491200.0,,demo-synthetic
FIRNEW-2026-990079,Ramanagara,Ramanagara Nagar PS,Chain Snatching,Property,3,12.752044,77.282378,87601456bffffff,88601456b7fffff,89601456b77ffff,2026-06-13T20:02:00,2026-06-14T08:25:00,20,5,"approached from behind, mangalsutra pulled, fled towards main road","Complainant reports that approached from behind, mangalsutra pulled, fled towards main road. Reported at Ramanagara.",Open,1,1,123600.0,,demo-synthetic
FIRNEW-2023-990080,Bengaluru City,Bengaluru Nagar PS,Missing Person,Missing,2,12.960574,77.567212,8760145b5ffffff,8860145b5bfffff,8960145b5b3ffff,2026-06-12T10:05:00,2026-06-14T10:25:00,10,4,"did not return from college, no contact since, possible elopement","Investigation reveals that did not return from college, no contact since, possible elopement. Reported at Bengaluru City.",Open,1,2,,,demo-synthetic
FIRNEW-2024-990081,Mysuru,Mangaluru South PS,Chain Snatching,Property,4,12.309874,76.66037,876015d98ffffff,886015d989fffff,896015d9883ffff,2026-06-12T19:11:00,2026-06-12T23:44:00,19,4,"two riders on motorcycle, gold chain snatched, victim walking alone","Complainant reports that two riders on motorcycle, gold chain snatched, victim walking alone. Reported at Mangaluru.",Open,1,1,61600.0,,demo-synthetic
FIRNEW-2025-990082,Bengaluru City,Bengaluru Nagar PS,House Theft,Property,3,12.974762,77.616765,8761892edffffff,8861892e99fffff,8961892ed2fffff,2026-06-09T09:16:00,2026-06-11T09:46:00,9,1,"false ceiling crawled, ornaments stolen, no forced entry","The victim states that false ceiling crawled, ornaments stolen, no forced entry. Reported at Bengaluru City.",Open,1,4,,,demo-synthetic
FIRNEW-2026-990083,Tumakuru,Tumakuru Market PS,House Theft,Property,4,13.39565,77.12143,876016af4ffffff,886016af43fffff,896016af433ffff,2026-06-13T01:51:00,2026-06-13T03:20:00,1,5,"door latch lifted, ornaments stolen, daytime when house empty","Investigation reveals that door latch lifted, ornaments stolen, daytime when house empty. Reported at Tumakuru.",Open,1,1,,,demo-synthetic
FIRNEW-2023-990084,Bengaluru City,Mysuru Cantonment PS,Vehicle Theft,Property,4,12.987755,77.691998,8761892e0ffffff,8861892e09fffff,8961892e08fffff,2026-06-02T23:55:00,2026-06-03T08:49:00,23,1,"ignition hot-wired, car taken from parking lot, from apartment basement","The victim states that ignition hot-wired, car taken from parking lot, from apartment basement. Reported at Mysuru.",Open,5,6,306100.0,,demo-synthetic
FIRNEW-2024-990085,Bengaluru City,Bengaluru Town PS,Assault,Violent,3,12.973285,77.583229,8760145b4ffffff,8860145b4bfffff,8960145b4afffff,2026-06-13T21:50:00,2026-06-14T05:50:00,21,5,"argument over money, stabbed during scuffle, near liquor shop","As per the FIR, argument over money, stabbed during scuffle, near liquor shop. Reported at Bengaluru City.",Open,1,1,,,demo-synthetic
FIRNEW-2025-990086,Mangaluru,Mangaluru South PS,Assault,Violent,3,12.869992,74.846625,876011275ffffff,8860112755fffff,89601127543ffff,2026-06-05T03:23:00,2026-06-06T04:10:00,3,4,"old enmity, victim beaten with sticks, group attack","As per the FIR, old enmity, victim beaten with sticks, group attack. Reported at Mangaluru.",Open,3,1,,Sickle,demo-synthetic
FIRNEW-2026-990087,Mysuru,Mysuru East PS,Excise / Illicit Liquor,Narcotics,3,12.301969,76.656849,876015d9dffffff,886015d9d5fffff,896015d9d53ffff,2026-06-11T14:37:00,2026-06-11T18:43:00,14,3,"raid on illegal unit, ID liquor cartons recovered, unit destroyed","Investigation reveals that raid on illegal unit, ID liquor cartons recovered, unit destroyed. Reported at Mysuru.",Open,5,1,,,demo-synthetic
FIRNEW-2023-990088,Bengaluru City,Bengaluru Rural PS,Assault,Violent,2,12.964,77.614321,87618925affffff,88618925adfffff,89618925ac3ffff,2026-06-11T20:39:00,2026-06-12T08:59:00,20,3,"sudden quarrel escalated, victim beaten with sticks, near liquor shop","As per the FIR, sudden quarrel escalated, victim beaten with sticks, near liquor shop. Reported at Bengaluru City.",Open,1,1,,Knife,demo-synthetic
FIRNEW-2024-990089,Mandya,Mandya City PS,Molestation,Crime Against Women,2,12.533523,76.89044,876014310ffffff,8860143107fffff,8960143107bffff,2026-06-10T09:41:00,2026-06-10T11:21:00,9,2,"accosted on road, verbal abuse, workplace incident","As per the FIR, accosted on road, verbal abuse, workplace incident. Reported at Mandya.",Open,4,1,,,demo-synthetic
FIRNEW-2025-990090,Bengaluru City,Hubballi-Dharwad Cantonment PS,Domestic Violence,Crime Against Women,3,12.988799,77.700195,8761892e0ffffff,8861892e0dfffff,8961892e0d7ffff,2026-06-08T15:41:00,2026-06-08T17:00:00,15,0,"frequent quarrels, thrown out of house, dowry-related","Investigation reveals that frequent quarrels, thrown out of house, dowry-related. Reported at Hubballi-Dharwad.",Open,1,6,,,demo-synthetic
FIRNEW-2026-990091,Bengaluru City,Bengaluru Nagar PS,Phishing / OTP Fraud,Cybercrime,2,13.003085,77.619695,8761892ebffffff,8861892eb9fffff,8961892eb8bffff,2026-06-08T03:06:00,2026-06-08T16:02:00,3,0,"SIM swap executed, wallet balance transferred, social engineering used","As per the FIR, SIM swap executed, wallet balance transferred, social engineering used. Reported at Bengaluru City.",Open,1,1,43900.0,,demo-synthetic
FIRNEW-2023-990092,Chikkaballapura,Chikkaballapura North PS,House Theft,Property,3,13.459116,77.751909,876016d6cffffff,886016d6c5fffff,896016d6c4bffff,2026-06-09T03:23:00,2026-06-10T04:10:00,3,1,"door latch lifted, ornaments stolen, no forced entry","On the date of incident, door latch lifted, ornaments stolen, no forced entry. Reported at Chikkaballapura.",Open,1,2,440600.0,,demo-synthetic
FIRNEW-2024-990093,Mysuru,Dakshina North PS,Burglary,Property,2,12.307059,76.649106,876015d98ffffff,886015d98bfffff,896015d98b7ffff,2026-06-12T17:37:00,2026-06-13T02:18:00,17,4,"grille cut open, jewellery taken, CCTV wires cut","The victim states that grille cut open, jewellery taken, CCTV wires cut. Reported at Dakshina Kannada.",Open,1,3,,,demo-synthetic
FIRNEW-2025-990094,Bengaluru City,Bengaluru Town PS,Phishing / OTP Fraud,Cybercrime,2,12.976774,77.557805,8760145b1ffffff,8860145b19fffff,8960145b193ffff,2026-06-02T15:39:00,2026-06-04T15:56:00,15,1,"SIM swap executed, bank account drained, caller spoofed bank IVR","As per the FIR, SIM swap executed, bank account drained, caller spoofed bank IVR. Reported at Bengaluru City.",Open,5,1,268900.0,,demo-synthetic
FIRNEW-2026-990095,Mandya,Mandya City PS,Cheating / Fraud,Economic,3,12.479129,76.876738,876014306ffffff,8860143063fffff,89601430633ffff,2026-06-01T22:23:00,2026-06-02T10:51:00,22,0,"forged documents used, cheque dishonoured, shell company used","The victim states that forged documents used, cheque dishonoured, shell company used. Reported at Mandya.",Open,1,1,3864900.0,,demo-synthetic
FIRNEW-2023-990096,Bengaluru City,Ballari Rural PS,Burglary,Property,2,12.99585,77.698128,8761892e0ffffff,8861892e0dfffff,8961892e0cfffff,2026-06-08T15:06:00,2026-06-09T15:28:00,15,0,"rear window broken, almirah emptied, guard dog poisoned","Investigation reveals that rear window broken, almirah emptied, guard dog poisoned. Reported at Ballari.",Open,1,2,214700.0,,demo-synthetic
FIRNEW-2024-990097,Mangaluru,Mangaluru Nagar PS,Online Financial Fraud,Cybercrime,4,12.937652,74.833249,876011256ffffff,886011256bfffff,896011256afffff,2026-06-01T12:17:00,2026-06-02T00:24:00,12,0,"remote-access app installed, OTP shared by victim, withdrawn from distant ATM","The victim states that remote-access app installed, OTP shared by victim, withdrawn from distant ATM. Reported at Mangaluru.",Open,1,1,,,demo-synthetic
FIRNEW-2025-990098,Bengaluru City,Bengaluru Cantonment PS,Rioting,Violent,3,12.997614,77.599968,8760145b6ffffff,8860145b69fffff,8960145b68bffff,2026-06-08T23:41:00,2026-06-10T00:19:00,23,0,"unlawful assembly, shops vandalised, curfew imposed","On the date of incident, unlawful assembly, shops vandalised, curfew imposed. Reported at Bengaluru City.",Open,1,8,,Acid,demo-synthetic
FIRNEW-2026-990099,Mysuru,Bengaluru City PS,Vehicle Theft,Property,2,12.315971,76.651383,876015d98ffffff,886015d981fffff,896015d9807ffff,2026-06-01T01:15:00,2026-06-01T03:19:00,1,0,"master key used, vehicle parts stripped, from apartment basement","As per the FIR, master key used, vehicle parts stripped, from apartment basement. Reported at Bengaluru City.",Open,4,3,237900.0,,demo-synthetic
FIRNEW-2023-990100,Udupi,Udupi West PS,Dowry Harassment,Crime Against Women,3,13.335102,74.693231,87601e819ffffff,88601e8199fffff,89601e819d7ffff,2026-06-13T12:37:00,2026-06-13T15:29:00,12,5,"pressure for cash and gold, denied food, marriage two years ago","Investigation reveals that pressure for cash and gold, denied food, marriage two years ago. Reported at Udupi.",Open,1,3,,,demo-synthetic
FIRNEW-2024-990101,Belagavi,Belagavi Nagar PS,Drug Possession (NDPS),Narcotics,2,15.806715,74.462046,8760a8256ffffff,8860a82569fffff,8960a82568bffff,2026-06-04T16:49:00,2026-06-04T19:39:00,16,3,"intercepted at checkpost, MDMA pills recovered, weighing scale recovered","As per the FIR, intercepted at checkpost, MDMA pills recovered, weighing scale recovered. Reported at Belagavi.",Open,1,3,,,demo-synthetic
FIRNEW-2025-990102,Bengaluru City,Mangaluru Nagar PS,Burglary,Property,2,12.982434,77.696463,8761892e0ffffff,8861892e09fffff,8961892e097ffff,2026-06-10T22:08:00,2026-06-10T23:50:00,22,2,"lock picked, jewellery taken, CCTV wires cut","As per the FIR, lock picked, jewellery taken, CCTV wires cut. Reported at Mangaluru.",Open,1,1,,,demo-synthetic
FIRNEW-2026-990103,Tumakuru,Tumakuru South PS,Robbery,Property,4,13.380033,77.148407,876016a1affffff,886016a1adfffff,896016a1ac7ffff,2026-06-01T01:50:00,2026-06-01T04:27:00,1,0,"threatened with weapon, cash and phone taken, on isolated stretch","On the date of incident, threatened with weapon, cash and phone taken, on isolated stretch. Reported at Tumakuru.",Open,1,1,151900.0,Country-made pistol,demo-synthetic
FIRNEW-2023-990104,Uttara Kannada,Uttara Industrial Area PS,Chain Snatching,Property,3,14.787887,74.678587,8760ad0e6ffffff,8860ad0e6bfffff,8960ad0e6abffff,2026-06-06T06:11:00,2026-06-06T10:14:00,6,5,"pillion rider snatched, gold chain snatched, morning walk hours","Complainant reports that pillion rider snatched, gold chain snatched, morning walk hours. Reported at Uttara Kannada.",Open,1,1,143900.0,,demo-synthetic
FIRNEW-2024-990105,Mysuru,Bengaluru City PS,Robbery,Property,4,12.312224,76.65412,876015d98ffffff,886015d98bfffff,896015d98bbffff,2026-06-03T07:47:00,2026-06-03T11:19:00,7,2,"knife brandished, valuables looted, late night near ATM","As per the FIR, knife brandished, valuables looted, late night near ATM. Reported at Bengaluru City.",Open,3,1,220200.0,Machete,demo-synthetic
FIRNEW-2025-990106,Bengaluru City,Bengaluru West PS,Dacoity,Property,5,12.961451,77.607754,87618925affffff,88618925a1fffff,89618925a13ffff,2026-06-10T23:39:00,2026-06-11T01:25:00,23,2,"armed gang of five, locker looted, faces masked","On the date of incident, armed gang of five, locker looted, faces masked. Reported at Bengaluru City.",Open,1,6,5349300.0,Country-made pistol,demo-synthetic
FIRNEW-2026-990107,Davanagere,Davanagere Lake PS,Molestation,Crime Against Women,2,14.420165,75.886347,876013585ffffff,8860135853fffff,89601358533ffff,2026-06-13T17:29:00,2026-06-14T17:30:00,17,5,"outraged modesty, inappropriate touching, repeat offender","Complainant reports that outraged modesty, inappropriate touching, repeat offender. Reported at Davanagere.",Open,1,6,,,demo-synthetic
FIRNEW-2023-990108,Bengaluru City,Raichur Cantonment PS,Burglary,Property,2,12.988831,77.693357,8761892e0ffffff,8861892e09fffff,8961892e08fffff,2026-06-01T16:27:00,2026-06-02T00:31:00,16,0,"rear window broken, cash and gold stolen, night-time entry","The victim states that rear window broken, cash and gold stolen, night-time entry. Reported at Raichur.",Open,1,1,5300.0,,demo-synthetic
FIRNEW-2024-990109,Belagavi,Belagavi Rural PS,Online Financial Fraud,Cybercrime,4,15.869308,74.528887,8760a821affffff,8860a821a9fffff,8960a821a87ffff,2026-06-02T10:38:00,2026-06-02T22:42:00,10,1,"fake KYC update message, amount debited via UPI, victim contacted on WhatsApp","On the date of incident, fake KYC update message, amount debited via UPI, victim contacted on WhatsApp. Reported at Belagavi.",Open,1,1,451100.0,,demo-synthetic
FIRNEW-2025-990110,Bengaluru Rural,Bengaluru Town PS,Burglary,Property,2,13.245969,77.596136,876016821ffffff,886016821dfffff,896016821d3ffff,2026-06-03T01:24:00,2026-06-03T13:57:00,1,2,"lock picked, cash and gold stolen, occupants away on travel","Complainant reports that lock picked, cash and gold stolen, occupants away on travel. Reported at Bengaluru Rural.",Open,1,1,587700.0,,demo-synthetic
FIRNEW-2026-990111,Mysuru,Bengaluru Industrial Area PS,Chain Snatching,Property,4,12.305398,76.650595,876015d9dffffff,886015d98bfffff,896015d98b7ffff,2026-06-05T20:32:00,2026-06-06T20:39:00,20,4,"two riders on motorcycle, mangalsutra pulled, victim walking alone","Complainant reports that two riders on motorcycle, mangalsutra pulled, victim walking alone. Reported at Bengaluru City.",Open,1,5,145800.0,,demo-synthetic
